Manufacturer,Manufacturer Part Number,Source,Category,Competitor,Competitor Part Number,Manufacturer,Manufacturer Part Number,Availability,Factory Lead Time,Quantity1,Price1,Quantity2,Price2,Quantity3,Price3,Quantity4,Price4,Quantity5,Price5,Quantity6,Price6,Quantity7,Price7,Quantity8,Price8,Quantity9,Price9,Quantity10,Price10,Currency,URL,Status,Cache Time,Life Cycle,Description
Vishay / Siliconix,SISA16DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SISA16DN-T1-GE3,Vishay / Siliconix,SISA16DN-T1-GE3,None,105 Days,6000,$0.206,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SISA16DN-T1-GE3?qs=abmNkq9no6Dy%252B76shcdtIg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET N-Ch PowerPAK1212
Vishay / Siliconix,SISA14DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SISA14DN-T1-GE3,Vishay / Siliconix,SISA14DN-T1-GE3,60040 In Stock,105 Days,1,$0.68,10,$0.598,100,$0.459,500,$0.363,1000,$0.291,3000,$0.262,9000,$0.259,24000,$0.241,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SISA14DN-T1-GE3?qs=mtIy1uf5%252BARMEfEzOtCo6A%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET For New Design See: 78-SISHA14DN-T1-GE3
Vishay / Siliconix,SISA14BDN-T1-GE3,mouser.com,MOSFET,Mouser,781-SISA14BDN-T1-GE3,Vishay / Siliconix,SISA14BDN-T1-GE3,23901 In Stock,105 Days,1,$0.72,10,$0.633,100,$0.485,500,$0.383,1000,$0.359,3000,$0.305,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SISA14BDN-T1-GE3?qs=Li%252BoUPsLEntv3UT9MIndew%3D%3D,Priced,06/07/2023 09:57:48 AM,New Product,MOSFET N-CH 30-V   MSFT
Vishay / Siliconix,SISA12BDN-T1-GE3,mouser.com,MOSFET,Mouser,781-SISA12BDN-T1-GE3,Vishay / Siliconix,SISA12BDN-T1-GE3,11956 In Stock,193 Days,1,$0.985,10,$0.872,100,$0.669,500,$0.529,1000,$0.494,3000,$0.419,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SISA12BDN-T1-GE3?qs=Li%252BoUPsLEnv7IDFWPfY1xA%3D%3D,Priced,06/07/2023 09:57:48 AM,New Product,MOSFET N-CH 30-V   MSFT
Vishay Semiconductors,SISA12ADN-T1-GE3,mouser.com,MOSFET,Mouser,78-SISA12ADN-T1-GE3,Vishay Semiconductors,SISA12ADN-T1-GE3,46359 In Stock,105 Days,1,$0.873,10,$0.773,100,$0.594,500,$0.469,1000,$0.376,3000,$0.351,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SISA12ADN-T1-GE3?qs=WCIy1EM86chg2JTm76OZRg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET For New Design See: 78-SISHA12ADN-T1-GE3
Vishay / Siliconix,SISA10BDN-T1-GE3,mouser.com,MOSFET,Mouser,781-SISA10BDN-T1-GE3,Vishay / Siliconix,SISA10BDN-T1-GE3,11706 In Stock,194 Days,1,$0.923,10,$0.823,100,$0.642,500,$0.531,1000,$0.521,3000,$0.443,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SISA10BDN-T1-GE3?qs=Li%252BoUPsLEnu4zV8ZoCFFFA%3D%3D,Priced,06/07/2023 09:57:48 AM,New Product,MOSFET N-CH 30-V   MSFT
Vishay Semiconductors,SISA04DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SISA04DN-T1-GE3,Vishay Semiconductors,SISA04DN-T1-GE3,43693 In Stock,105 Days,1,$1.27,10,$1.13,100,$0.883,500,$0.73,1000,$0.576,3000,$0.575,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SISA04DN-T1-GE3?qs=hBnN6t7f8Rfra6l2JDAsvA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET For New Design See: 78-SISHA04DN-T1-GE3
Vishay Semiconductors,SIS990DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS990DN-T1-GE3,Vishay Semiconductors,SIS990DN-T1-GE3,23575 In Stock,89 Days,1,$0.934,10,$0.837,100,$0.652,500,$0.539,1000,$0.426,3000,$0.397,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SIS990DN-T1-GE3?qs=3vb5YHheJT3O%2FrmXTuxTGA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 100V Vds 20V Vgs PowerPAK 1212-8
Vishay / Siliconix,SIS932EDN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS932EDN-T1-GE3,Vishay / Siliconix,SIS932EDN-T1-GE3,18000 On Order,538 Days,1,$0.67,10,$0.567,100,$0.429,500,$0.361,1000,$0.296,3000,$0.234,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SIS932EDN-T1-GE3?qs=chTDxNqvsykmZXF%252BoOqH9g%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 30V Vds 12V Vgs PowerPAK 1212-8
Vishay / Siliconix,SIS903DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS903DN-T1-GE3,Vishay / Siliconix,SIS903DN-T1-GE3,52423 On Order,675 Days,1,$0.995,10,$0.891,100,$0.696,500,$0.575,1000,$0.454,3000,$0.423,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/SIS903DN-T1-GE3?qs=lYGu3FyN48fXC7yVmv7txA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET -20V Vds 8V Vgs PowerPAK 1212-8
Vishay Semiconductors,SIS892ADN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS892ADN-T1-GE3,Vishay Semiconductors,SIS892ADN-T1-GE3,52304 On Order,880 Days,1,$1.10,10,$0.974,100,$0.76,500,$0.665,1000,$0.566,3000,$0.525,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SIS892ADN-T1-GE3?qs=8YL4b%2FT9KqpSdT75PGUBnA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 100V Vds 20V Vgs PowerPAK 1212-8
Vishay Semiconductors,SIS890DN-T1-GE3,mouser.com,MOSFET,Mouser,78-SIS890DN-T1-GE3,Vishay Semiconductors,SIS890DN-T1-GE3,77247 In Stock,27 Days,1,$1.43,10,$1.27,100,$0.994,500,$0.838,1000,$0.661,3000,$0.65,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/SIS890DN-T1-GE3?qs=6zuVkH72c4ZqDMJljBEbkA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,MOSFET 100V Vds 20V Vgs PowerPAK 1212-8
Xilinx,XC7Z100-1FFG900I,mouser.com,SoC FPGA,Mouser,217-XC7Z100-1FFG900I,Xilinx,XC7Z100-1FFG900I,"Non-Stocked, Call for Quote",492 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Xilinx/XC7Z100-1FFG900I?qs=rrS6PyfT74e9cgPioF6%2FLw%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,SoC FPGA XC7Z100-1FFG900I
Xilinx,XC7Z100-1FFG1156I,mouser.com,SoC FPGA,Mouser,217-C7Z100-1FFG1156I,Xilinx,XC7Z100-1FFG1156I,"Non-Stocked, Call for Quote",196 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Xilinx/XC7Z100-1FFG1156I?qs=rrS6PyfT74dJLbi6mcjB3w%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,SoC FPGA XC7Z100-1FFG1156I
Vishay / Siliconix,DG408DJ-E3,mouser.com,Multiplexer Switch ICs,Mouser,781-DG408DJ-E3,Vishay / Siliconix,DG408DJ-E3,11600 In Stock,122 Days,1,$4.85,10,$4.35,25,$4.13,100,$3.57,250,$3.39,500,$3.03,1000,$2.67,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG408DJ-E3?qs=6sq0UYnmXrvlwdXt%2F4tENQ%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Multiplexer Switch ICs 8 CH MULTIPLEXER
Vishay / Siliconix,DG407DW-T1-E3,mouser.com,Analogue Switch ICs,Mouser,Not available,Vishay / Siliconix,DG407DW-T1-E3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG407DW-T1-E3?qs=7mh4LF43XXUXU%2FT7DomWTA%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs 8 CH MULTIPLEXER DIFF
Vishay / Siliconix,DG406DW-T1-E3,mouser.com,Multiplexer Switch ICs,Mouser,78-DG406DW-T1-E3,Vishay / Siliconix,DG406DW-T1-E3,5800 On Order,136 Days,1,$7.43,10,$6.71,25,$6.39,100,$5.55,250,$5.31,500,$4.76,1500,$4.75,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG406DW-T1-E3?qs=k%252BGgkkaTZmZMaF5zBDFmdQ%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Multiplexer Switch ICs 16 Ch H. Performance CMOS Analog Mux
Vishay Semiconductors,DG406DJ-E3,mouser.com,Multiplexer Switch ICs,Mouser,781-DG406DJ-E3,Vishay Semiconductors,DG406DJ-E3,None,0 Days,1,$5.65,10,$4.68,100,$3.30,200,$3.18,500,$2.96,1000,$2.84,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/DG406DJ-E3?qs=%252BtY05tBNkjj9P9uHOAa5Gw%3D%3D,Priced,06/07/2023 09:57:48 AM,Obsolete,Multiplexer Switch ICs 6 CH SINGLE ENDED MUX
Vishay Semiconductors,DG4052EEN-T1-GE4,mouser.com,Multiplexer Switch ICs,Mouser,78-DG4052EEN-T1-GE4,Vishay Semiconductors,DG4052EEN-T1-GE4,1414 In Stock,112 Days,1,$1.56,10,$1.40,25,$1.33,100,$1.14,250,$1.09,500,$0.96,1000,$0.867,3000,$0.867,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Semiconductors/DG4052EEN-T1-GE4?qs=tucQmhgEO3pP3ZdfbA7YKw%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Multiplexer Switch ICs Dual 4 Ch Multiplxr 3-16V <50pA 35ns
Vishay / Siliconix,DG3540DB-T1-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3540DB-E1,Vishay / Siliconix,DG3540DB-T1-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3540DB-T1-E1?qs=va1BoN3yXCpAf7ejAO9bBg%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs RECOMMENDED ALT 78-DG2723DN-T1-E4
Vishay / Siliconix,DG3539DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3539DB-T5-E1,Vishay / Siliconix,DG3539DB-T5-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3539DB-T5-E1?qs=va1BoN3yXCoXO2hCMco11g%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs RECOMMENDED ALT 78-DG2723DN-T1-E4
Vishay / Siliconix,DG3538DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3538DB-T5-E1,Vishay / Siliconix,DG3538DB-T5-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3538DB-T5-E1?qs=va1BoN3yXCpWl19%2Fs2tplQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs RECOMMENDED ALT 78-DG2723DN-T1-E4
Vishay / Siliconix,DG3537DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3537DB-T5-E1,Vishay / Siliconix,DG3537DB-T5-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3537DB-T5-E1?qs=va1BoN3yXCrmHAffyAbxMw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs RECOMMENDED ALT 78-DG2723DN-T1-E4
Vishay / Siliconix,DG3536DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3536DB-T5-E1,Vishay / Siliconix,DG3536DB-T5-E1,None,0 Days,3000,$0.943,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3536DB-T5-E1?qs=va1BoN3yXCqJDD%252BN%2FcpaSQ%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Low Volt Dual SPDT
Vishay / Siliconix,DG3536DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3536DB-T5-E1,Vishay / Siliconix,DG3536DB-T5-E1,None,0 Days,3000,$0.943,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3536DB-T5-E1?qs=va1BoN3yXCqJDD%252BN%2FcpaSQ%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Low Volt Dual SPDT
Vishay / Siliconix,DG3536DB-T1-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3536DB-E1,Vishay / Siliconix,DG3536DB-T1-E1,None,0 Days,3000,$0.943,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3536DB-T1-E1?qs=va1BoN3yXCp5D9euMaVtTw%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Low Volt Dual SPDT
Vishay / Siliconix,DG3535DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3535DB-T5-E1,Vishay / Siliconix,DG3535DB-T5-E1,None,0 Days,3000,$0.943,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3535DB-T5-E1?qs=va1BoN3yXCqIGpAQERCpFg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Low Volt Dual SPDT
Vishay / Siliconix,DG3535DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3535DB-T5-E1,Vishay / Siliconix,DG3535DB-T5-E1,None,0 Days,3000,$0.943,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3535DB-T5-E1?qs=va1BoN3yXCqIGpAQERCpFg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Low Volt Dual SPDT
Vishay / Siliconix,DG3535DB-T1-E3,mouser.com,Analogue Switch ICs,Mouser,Not available,Vishay / Siliconix,DG3535DB-T1-E3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3535DB-T1-E3?qs=va1BoN3yXCpyHTv1MIejlQ%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs OBSOLETE WITHOUT REPLACEMENT
Vishay / Siliconix,DG3535DB-T1-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3535DB-E1,Vishay / Siliconix,DG3535DB-T1-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3535DB-T1-E1?qs=va1BoN3yXCrbcg1meL336Q%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs Low Volt Dual SPDT
Vishay / Siliconix,DG3517DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3517DB-T5-E1,Vishay / Siliconix,DG3517DB-T5-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3517DB-T5-E1?qs=va1BoN3yXCpZioXXDnMOUg%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs 1.8-5.5V Dual SPDT
Vishay / Siliconix,DG3516DB-T5-E3,mouser.com,Analogue Switch ICs,Mouser,Not available,Vishay / Siliconix,DG3516DB-T5-E3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3516DB-T5-E3?qs=MyJVExb0o%2F81EA4qJy0uhw%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs
Vishay / Siliconix,DG3516DB-T5-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3516DB-T5-E1,Vishay / Siliconix,DG3516DB-T5-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3516DB-T5-E1?qs=va1BoN3yXCrmkOoZq3miKw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs Dual SPDT 5.5V
Vishay / Siliconix,DG3257DN-T1-GE4,mouser.com,Analogue Switch ICs,Mouser,78-DG3257DN-T1-GE4,Vishay / Siliconix,DG3257DN-T1-GE4,23166 In Stock,129 Days,1,$0.599,10,$0.512,100,$0.354,500,$0.299,1000,$0.231,3000,$0.211,6000,$0.199,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://www2.mouser.com/ProductDetail/Vishay-Siliconix/DG3257DN-T1-GE4?qs=%252BdQmOuGyFcGcDotGC0G5wg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs SPDT 700MHz -3dB 1.65 to 5.5V
Vishay / Siliconix,DG3157EDL-T1-GE3,mouser.com,Multiplexer Switch ICs,Mouser,78-DG3157EDL-T1-GE3,Vishay / Siliconix,DG3157EDL-T1-GE3,16322 In Stock,143 Days,1,$0.447,10,$0.345,100,$0.262,500,$0.222,1000,$0.173,3000,$0.159,9000,$0.158,24000,$0.153,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3157EDL-T1-GE3?qs=fA06TrWLL4foa%252BeCWkw4dg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Multiplexer Switch ICs SPDT 1.65-5.5V 2:1 Multi/Demulti
Vishay / Siliconix,DG3157DL-T1-GE3,mouser.com,Analogue Switch ICs,Mouser,781-DG3157DL-GE3,Vishay / Siliconix,DG3157DL-T1-GE3,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3157DL-T1-GE3?qs=kt16UJ73eEFU6HxOTVLnzw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs High Speed CMOS SPDT
Vishay / Siliconix,DG3157BDN-T1-E4,mouser.com,Analogue Switch ICs,Mouser,781-DG3157BDN-E4,Vishay / Siliconix,DG3157BDN-T1-E4,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3157BDN-T1-E4?qs=sp0Ey2PL6%252B4XDR8ggVW1RQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs RECOMMENDED ALT 78-DG3257DN-T1-GE4
Vishay / Siliconix,DG3157ADN-T1-E4,mouser.com,Analogue Switch ICs,Mouser,781-DG3157ADN-E4,Vishay / Siliconix,DG3157ADN-T1-E4,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3157ADN-T1-E4?qs=sp0Ey2PL6%252B4yP4LoTccc%252BQ%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs RECOMMENDED ALT 78-DG3257DN-T1-GE4
Vishay / Siliconix,DG3003DB-T1-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3003DB-E1,Vishay / Siliconix,DG3003DB-T1-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3003DB-T1-E1?qs=va1BoN3yXCruoIdeI3y%2FEw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs Low Volt Single SPDT
Vishay / Siliconix,DG3003DB-T1,mouser.com,Analogue Switch ICs,Mouser,Not available,Vishay / Siliconix,DG3003DB-T1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3003DB-T1?qs=G1LhLIAbs1zrdAO%2FGbLJlw%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs LOW VOLTAGE SPDT MICROFOOT ANALOG SWITCH
Vishay / Siliconix,DG3003DB-T1-E1,mouser.com,Analogue Switch ICs,Mouser,781-DG3003DB-E1,Vishay / Siliconix,DG3003DB-T1-E1,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3003DB-T1-E1?qs=va1BoN3yXCruoIdeI3y%2FEw%3D%3D,No price,06/07/2023 09:57:48 AM,Obsolete,Analogue Switch ICs Low Volt Single SPDT
Vishay / Siliconix,DG3003DB,mouser.com,Analogue Switch ICs,Mouser,Not available,Vishay / Siliconix,DG3003DB,"Non-Stocked, Call for Quote",0 Days,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3003DB?qs=h%2FMHobQH41dk5kYQXhBipQ%3D%3D,No price,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs
Vishay / Siliconix,DG3000DB-T1,mouser.com,Analogue Switch ICs,Mouser,781-DG3000DB,Vishay / Siliconix,DG3000DB-T1,None,0 Days,3000,$0.928,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG3000DB-T1?qs=oNDV51lhjEMBVTTuGBcqEw%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs SPDT Analog Switch
Vishay / Siliconix,DG2750DN1-T1-GE4,mouser.com,Analogue Switch ICs,Mouser,78-DG2750DN1-T1-GE4,Vishay / Siliconix,DG2750DN1-T1-GE4,None,112 Days,3000,$1.23,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG2750DN1-T1-GE4?qs=MLItCLRbWsyWpBuSDawKkA%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Dual SPDT 0.45ohm mQFN-10L
Vishay / Siliconix,DG2750DN-T1-E4,mouser.com,Analogue Switch ICs,Mouser,781-DG2750DN-E4,Vishay / Siliconix,DG2750DN-T1-E4,5994 On Order,136 Days,1,$2.05,10,$1.85,25,$1.66,100,$1.48,250,$1.39,500,$1.22,1000,$1.16,3000,$1.16,6000,$1.13,Not available,Not available,USD,https://eu.mouser.com/ProductDetail/Vishay-Siliconix/DG2750DN-T1-E4?qs=kt16UJ73eEEThCTlijpIYg%3D%3D,Priced,06/07/2023 09:57:48 AM,Not available,Analogue Switch ICs Low Volt Quad SPDT w/Negative Swing
